ma_san_pham,ten_san_pham,gia,gia_goc,ty_le_giam,luot_ban,danh_gia,nganh_hang,nen_tang,shop,url,da_kiem_tra_gia_ao
270794184,"Máy đọc sách Kobo Clara (Clara Colour, Clara BW, Clara 2e, Clara HD) - 6inch, 16gb - Hàng Chính Hãng",5390000.0,5390000.0,0.0,9,5.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/may-doc-sach-kobo-clara-hang-chinh-hang-p270794184.html?spid=275380047,True
249782771,Máy tính bảng Xelex Gama Tab X8 EDU (Hàng chính hãng),2890000.0,2890000.0,0.0,0,0.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/may-tinh-bang-xelex-gama-tab-x8-edu-p249782771.html?spid=249782772,True
226552005,Điện thoại bàn Panasonic KX-TSC11 hàng chính hãng,620000.0,620000.0,0.0,123,5.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/dien-thoai-ban-panasonic-kx-tsc11-hang-chinh-hang-p226552005.html?spid=164318471,True
196197701,Điện thoại Samsung Galaxy Z Fold4 5G (12GB/256GB) - Hàng chính hãng,40990000.0,40990000.0,0.0,0,0.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/dien-thoai-samsung-galaxy-z-fold4-5g-12gb-256gb-hang-chinh-hang-p196197701.html?spid=196197705,True
193366048,Điện thoại OnePlus 10T 5G - Hàng Chính Hãng,15990000.0,15990000.0,0.0,0,0.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/dien-thoai-oneplus-10t-5g-hang-chinh-hang-p193366048.html?spid=193366050,True
164213695,Điện thoại bàn Panasonic KX-TGB110 hàng chính hãng,850000.0,850000.0,0.0,75,5.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/dien-thoai-ban-panasonic-kx-tgb110-p164213695.html?spid=164213696,True
139632023,Máy đọc sách Kobo Libra 2 - hàng nhập khẩu,8290000.0,8290000.0,0.0,209,5.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/may-doc-sach-kobo-libra-libra-colour-libra-2-hang-nhap-khau-p139632023.html?spid=275176272,True
279505669,Điện Thoại Oppo A6c 4GB/128GB - Hàng Chính Hãng,5099000.0,5690000.0,0.1,0,0.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/dien-thoai-oppo-a6c-4gb-128gb-hang-chinh-hang-p279505669.html?spid=279505673,True
279504232,Máy tính bảng Xiaomi Redmi Pad 2 9.7 Wifi (4GB/64GB) - Hàng chính hãng,4990000.0,4990000.0,0.0,0,0.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/may-tinh-bang-xiaomi-redmi-pad-2-9-7-wifi-4gb-64gb-hang-chinh-hang-p279504232.html?spid=279504234,True
279447192,Máy Tính Bảng Galaxy Tab S10 Lite Wifi (6GB/128GB) - Hàng Chính Hãng,10990000.0,10990000.0,0.0,202,0.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/may-tinh-bang-galaxy-tab-s10-lite-wifi-8gb-128gb-hang-chinh-hang-p279447192.html?spid=279447202,True
279075947,Điện Thoại Oppo A6t 4GB/64GB - Hàng Chính Hãng,4590000.0,4590000.0,0.0,0,0.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/dien-thoai-oppo-a6t-4gb-64gb-hang-chinh-hang-p279075947.html?spid=279075951,True
217548686,"Máy đọc sách Kindle Scribe – thế hệ đầu tiên có thể đọc và viết, màn hình 10,2” 300PPI, đèn vàng warmlight, bộ nhớ 16-64GB, đồng bộ dữ liệu qua Microsoft Word - hàng nhập khẩu",9800000.0,9800000.0,0.0,4,4.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/may-doc-sach-kindle-scribe-the-he-dau-tien-co-the-doc-va-viet-man-hinh-10-2-300ppi-den-vang-warmlight-bo-nho-16-64gb-dong-bo-du-lieu-qua-microsoft-word-hang-nhap-khau-p217548686.html?spid=217548688,True
279411794,Máy tính bảng Samsung Galaxy Tab A11 4G ( 4GB/64GB) - Hàng chính hãng,6990000.0,6990000.0,0.0,110,0.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-a11-4g-4gb-64gb-p279411794.html?spid=279412568,True
279411764,Máy Tính Bảng Samsung Galaxy Tab A11 WiFi (4GB/64GB) - Hàng chính hãng,5990000.0,5990000.0,0.0,182,0.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-a11-wifi-4gb-64gb-p279411764.html?spid=279411768,True
279314917,Điện thoại Xiaomi Redmi Note 15 Pro 12GB/256GB - Hàng Chính Hãng,7590000.0,7590000.0,0.0,7,4.7,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/dien-thoai-xiaomi-redmi-note-15-pro-12gb-256gb-hang-chinh-hang-p279314917.html?spid=279322849,True
279314906,Điện thoại Xiaomi Redmi Note 15 Pro 8GB/256GB - Hàng Chính Hãng,7250000.0,7250000.0,0.0,0,0.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/dien-thoai-xiaomi-redmi-note-15-pro-8gb-256gb-hang-chinh-hang-p279314906.html?spid=279314910,True
279297038,Điện Thoại Samsung Galaxy A57 5G 8GB/128GB - Hàng Chính Hãng,10269000.0,12490000.0,0.18,0,0.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/dien-thoai-samsung-galaxy-a57-5g-8gb-128gb-hang-chinh-hang-p279297038.html?spid=279297040,True
279277488,Điện thoại Samsung Galaxy A57 5G (8GB/128GB) - Hàng chính hãng,12490000.0,12490000.0,0.0,1,5.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/dien-thoai-samsung-galaxy-a57-5g-8gb-128gb-hang-chinh-hang-p279277488.html?spid=279277490,True
279257510,Điện Thoại Samsung Galaxy A57 5G ( 8GB/128GB) - Hàng Chính Hãng,9900000.0,12490000.0,0.21,3,4.8,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/dien-thoai-samsung-galaxy-a57-5g-8gb-128gb-hang-chinh-hang-p279257510.html?spid=279257514,True
279257463,Điện Thoại Samsung Galaxy A37 5G (8GB/128GB) - Hàng Chính Hãng,8990000.0,10990000.0,0.18,3,5.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/dien-thoai-samsung-galaxy-a37-5g-hang-chinh-hang-p279257463.html?spid=279257465,True
279254865,Điện Thoại Xiaomi Redmi Note 15 Pro 5G 12GB/256GB - Hàng Chính Hãng,9819000.0,11490000.0,0.15,0,5.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/dien-thoai-xiaomi-redmi-note-15-pro-5g-12gb-256gb-hang-chinh-hang-p279254865.html?spid=279254871,True
279231976,Apple iPad Air M4 11-Inch Wi-Fi,18490000.0,18490000.0,0.0,9,5.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/apple-ipad-air-m4-11-inch-wi-fi-hang-chinh-hang-p279231976.html?spid=279231986,True
279188180,Máy Tính Bảng Galaxy Tab S10 Lite Wifi (8GB/256GB) - Hàng Chính Hãng,11990000.0,11990000.0,0.0,97,0.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/may-tinh-bang-galaxy-tab-s10-lite-wifi-8gb-256gb-hang-chinh-hang-p279188180.html?spid=279188182,True
279185853,Điện Thoại Samsung Galaxy S26 Ultra (12GB/256GB) - Hàng Chính Hãng,27900000.0,36990000.0,0.25,5,0.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/dien-thoai-samsung-galaxy-s26-ultra-12gb-256gb-hang-chinh-hang-p279185853.html?spid=279185857,True
279185842,Điện Thoại Samsung Galaxy S26+ (12GB/256GB) - Hàng Chính Hãng,21990000.0,29990000.0,0.27,0,0.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/dien-thoai-samsung-galaxy-s26-12gb-256gb-hang-chinh-hang-p279185842.html?spid=279185844,True
279185812,Điện Thoại Samsung Galaxy S26 (12GB/256GB) - Hàng Chính Hãng,20900000.0,25990000.0,0.2,1,0.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/dien-thoai-samsung-galaxy-s26-12gb-256gb-hang-chinh-hang-p279185812.html?spid=279185818,True
279122014,Điện thoại Xiaomi Redmi Note 15 Pro (12GB/256GB) - Hàng chính hãng,8290000.0,10090000.0,0.18,0,0.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/dien-thoai-xiaomi-redmi-note-15-pro-12gb-256gb-hang-chinh-hang-p279122014.html?spid=279122018,True
279077078, Điện thoại Oppo A5x (4GB/128GB) - Hàng chính hãng,4690000.0,4690000.0,0.0,7851,0.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/dien-thoai-oppo-a5x-4gb-128gb-hang-chinh-hang-p279077078.html?spid=279077080,True
279074852,Điện Thoại Xiaomi Redmi 15C 6GB/128GB - Hàng Chính Hãng,4439000.0,4990000.0,0.11,2,5.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/dien-thoai-xiaomi-redmi-15c-6gb-128gb-hang-chinh-hang-p279074852.html?spid=279074854,True
278820676,Điện Thoại Xiaomi 15T Pro 5G 12GB/512GB - Hàng Chính Hãng,16979000.0,19490000.0,0.13,0,0.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/dien-thoai-xiaomi-15t-pro-5g-12gb-512gb-hang-chinh-hang-p278820676.html?spid=278820682,True
278814651,Điện thoại Xiaomi Redmi 15C (6GB/128GB) - Hàng chính hãng,4990000.0,4990000.0,0.0,7,0.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/dien-thoai-xiaomi-redmi-15c-6gb-128gb-hang-chinh-hang-p278814651.html?spid=279051355,True
278730376,Máy tính bảng Samsung Galaxy Tab A11 Wifi (4GB/64GB) - Hàng chính hãng,3990000.0,3990000.0,0.0,0,0.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-a11-wifi-4gb-64gb-hang-chinh-hang-p278730376.html?spid=278730380,True
278729165,Máy tính bảng Samsung Galaxy Tab A11 LTE (4GB/64GB) - Hàng chính hãng,5490000.0,5490000.0,0.0,2,0.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-a11-lte-4gb-64gb-hang-chinh-hang-p278729165.html?spid=278729169,True
278635796,Điện Thoại Samsung Galaxy A17 8GB/128GB - Hàng Chính Hãng,5249000.0,6190000.0,0.15,3,0.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/dien-thoai-samsung-galaxy-a17-8gb-128gb-hang-chinh-hang-p278635796.html?spid=278635798,True
278630285,Apple iPhone Air - Xanh Da Trời - 256GB,21990000.0,21990000.0,0.0,53,5.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/apple-iphone-air-p278630285.html?spid=278630803,True
278628866,Apple iPhone 17 Pro Max,33490000.0,33490000.0,0.0,5361,5.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/apple-iphone-17-pro-max-p278628866.html?spid=278630786,True
278540683,Điện Thoại Samsung Galaxy A17 5G 8GB/128GB - Hàng Chính Hãng,5929000.0,6190000.0,0.04,2,0.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/dien-thoai-samsung-galaxy-a17-5g-8gb-128gb-hang-chinh-hang-p278540683.html?spid=278540689,True
277944334,Điện Thoại Samsung Galaxy A06 5G 4GB/64GB - Hàng Chính Hãng,3389000.0,3490000.0,0.03,8,5.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/dien-thoai-samsung-a06-5g-4gb-64gb-hang-chinh-hang-p277944334.html?spid=277944340,True
277812880,Máy Tính Bảng Galaxy Tab S10 FE Wifi (8GB/128GB) - Hàng Chính Hãng,9900000.0,11990000.0,0.17,196,5.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/may-tinh-bang-galaxy-tab-s10-fe-wifi-8gb-128gb-hang-chinh-hang-p277812880.html?spid=277812886,True
277646748,Điện thoại Samsung Galaxy A06 5G (4GB/64GB) - Hàng chính hãng,3990000.0,3990000.0,0.0,2,5.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/dien-thoai-samsung-galaxy-a06-5g-4gb-64gb-hang-chinh-hang-p277646748.html?spid=277646755,True
277619147,Máy tính bảng iPad Gen 11 (A16) WiFi,11990000.0,11990000.0,0.0,474,5.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/may-tinh-bang-ipad-gen-11-a16-wifi-p277619147.html?spid=277619155,True
277553639,"Điện thoại Samsung Galaxy A06 5G (4/128GB), Màn Hình Cực Đại HD+ 6.7”, 5G Kết nối cực nhanh - Hàng chính hãng",6090000.0,6090000.0,0.0,51505,4.1,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/dien-thoai-samsung-galaxy-a06-5g-4-128gb-man-hinh-cuc-dai-hd-6-7-5g-ket-noi-cuc-nhanh-hang-chinh-hang-p277553639.html?spid=277553643,True
277512611,Điện Thoại Samsung Galaxy A56 5G 8GB/128GB - Hàng Chính Hãng,9990000.0,9990000.0,0.0,2,5.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/dien-thoai-samsung-a56-5g-8gb-128gb-hang-chinh-hang-p277512611.html?spid=277512615,True
276539826,"Máy đọc sách New Kindle 2024, 16Gb Mới nguyên Seal - Hàng chính hãng",3690000.0,3690000.0,0.0,9,5.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/may-doc-sach-new-kindle-2024-16gb-moi-nguyen-seal-hang-chinh-hang-p276539826.html?spid=276540791,True
276448920,"Máy đọc sách Amazon Kindle Paperwhite 6 (Gen 12th), Mới nguyên Seal - Hàng chính hãng",4890000.0,4890000.0,0.0,24,5.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/may-doc-sach-amazon-kindle-paperwhite-6-gen-12th-hang-chinh-hang-p276448920.html?spid=276448922,True
275386982,Điện Thoại Nokia 220 4G - Hàng Chính Hãng,1089000.0,1190000.0,0.08,17,5.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/dien-thoai-nokia-220-4g-hang-chinh-hang-p275386982.html?spid=275386986,True
271234577,Điện Thoại Nokia 105 4G Pro - Hàng Chính Hãng,849000.0,849000.0,0.0,20,5.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/dien-thoai-nokia-105-4g-pro-hang-chinh-hang-p271234577.html?spid=271234579,True
252586291,Máy đọc sách All New Kindle Paperwhite 5 (11th Gen) - Hàng chính hãng,4130000.0,4130000.0,0.0,521,5.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/may-doc-sach-all-new-kindle-paperwhite-5-11th-gen-hang-nhap-khau-p252586291.html?spid=252586532,True
201067649,Combo máy đọc sách Kindle Paperwhite 5 (11th gen) tặng kèm bao da ( Cover ) - Hàng nhập khẩu,3890000.0,3890000.0,0.0,256,5.0,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/combo-may-doc-sach-kindle-paperwhite-5-8gb-black-11th-gen-tang-kem-bao-da-cover-hang-nhap-khau-p201067649.html?spid=184640913,True
4048581,Điện Thoại Bàn Panasonic KX-TSC11,739000.0,739000.0,0.0,67,4.5,Điện thoại - Máy tính bảng,Tiki,Tiki,https://tiki.vn/dien-thoai-ban-panasonic-kx-tsc11-hang-chinh-hang-p4048581.html?spid=26683926,True
278849722,Quần Jean Thời Trang Basic Nam Tapper Ninomaxx 2508002,599000.0,769000.0,0.22,1,0.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/quan-jean-thoi-trang-basic-nam-tapper-ninomaxx-2508002-p278849722.html?spid=278849728,True
251401736,Quần kaki nam ALIGRO chất liệu kaki mềm mịn cao cấp dáng slimfit màu ghi sáng ALGK074,552000.0,552000.0,0.0,1,0.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/quan-kaki-nam-aligro-chat-lieu-kaki-mem-min-cao-cap-dang-slimfit-mau-ghi-sang-algk074-p251401736.html?spid=251401740,True
206664470,Áo phao nam công sở trẻ trung NAP37,900000.0,900000.0,0.0,6,0.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/ao-phao-nam-cong-so-tre-trung-nap37-p206664470.html?spid=206664478,True
56958321,Quần kaki nam Aligro ALGK052,759000.0,759000.0,0.0,9,4.5,Thời trang nam,Tiki,Tiki,https://tiki.vn/quan-kaki-nam-aligro-algk052-p56958321.html?spid=56958333,True
193978418,Quần Jean nam Leman xám khói trơn JD13 - Slim Form,549000.0,549000.0,0.0,68,5.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/quan-jean-nam-leman-xam-khoi-tron-jd13-slim-form-p193978418.html?spid=193978432,True
87094676,"Bộ bơi đôi dài tay Nam và Nữ, set 3 chi tiết quần dài chống nắng, đồ bơi cho couple, có size nhỏ cho bé mặc đồ gia đình | KT022 | BN022",520000.0,520000.0,0.0,55,4.6,Thời trang nam,Tiki,Tiki,https://tiki.vn/bo-boi-doi-dai-tay-nam-va-nu-set-3-chi-tiet-quan-dai-chong-nang-do-boi-cho-couple-co-size-nho-cho-be-mac-do-gia-dinh-kt022-bn022-p87094676.html?spid=87094688,True
279256688,"Bộ áo điều hòa KITO NEWPRO KT10 thế hệ mới nhất 2026 quạt 24V siêu bên ,chống chai ,chống phồng",1050000.0,1050000.0,0.0,0,0.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/bo-ao-dieu-hoa-kito-newpro-kt10-the-he-moi-nhat-2026-quat-24v-sieu-ben-chong-chai-chong-phong-p279256688.html?spid=279256700,True
277338667,Áo phao Jile nam May 10 mã 030124258 4TT,884000.0,884000.0,0.0,1,0.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/ao-phao-jile-nam-may-10-ma-030124258-4tt-p277338667.html?spid=277338677,True
276839924,Áo phao nam trẻ trung Lót Lông mẫu mới NAP78,1020000.0,1020000.0,0.0,0,0.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/ao-phao-nam-tre-trung-lot-long-mau-moi-nap78-p276839924.html?spid=276839950,True
274505011,Áo thun thể thao ngắn tay Phiten raku sport - Black / pink,1298000.0,1298000.0,0.0,1,5.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/ao-thun-the-thao-ngan-tay-phiten-raku-sport-p274505011.html?spid=274505029,True
273874204,Áo khoác nam May10 mã 030123310 JK010,1820000.0,1820000.0,0.0,0,0.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/ao-khoac-nam-may10-ma-030123310-jk010-p273874204.html?spid=273874210,True
173991837,Quần Jean nam Leman xanh trơn JD02 - Slim Form,549000.0,549000.0,0.0,11,4.8,Thời trang nam,Tiki,Tiki,https://tiki.vn/quan-jean-nam-leman-xanh-tron-jd02-slim-form-p173991837.html?spid=173991849,True
56958267,Quần kaki nam Aligro ALGK049,759000.0,759000.0,0.0,0,0.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/quan-kaki-nam-aligro-algk049-p56958267.html?spid=56958279,True
3969655,Quần Kaki Nam Aligo Xanh Dương ALGK030,695000.0,695000.0,0.0,3,0.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/quan-kaki-nam-aligo-algk030-xanh-duong-p3969655.html?spid=4096023,True
278850341,Áo khoác nam May10 mã 030125931KEY JK008,1963637.0,1963637.0,0.0,0,0.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/ao-khoac-nam-may10-ma-030125931key-jk008-p278850341.html?spid=278850351,True
274505062,Áo polo thể thao Phiten polo,1780000.0,1780000.0,0.0,0,0.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/ao-polo-the-thao-phiten-polo-light-p274505062.html?spid=274505074,True
201934265,Combo 2 Áo khoác gió nam chống nắng trượt nước cản gió cản bụi hiệu quả MRM Manlywear,899000.0,899000.0,0.0,0,0.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/combo-2-ao-khoac-gio-nam-giu-nhiet-chong-nuoc-can-gio-can-bui-hieu-qua-mrm-manlywear-p201934265.html?spid=201934281,True
193981069,Quần Jean nam Leman đen mài xám JD14 - Slim Form,549000.0,549000.0,0.0,94,5.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/quan-jean-nam-leman-den-mai-xam-jd14-slim-form-p193981069.html?spid=193981073,True
190740941,Bộ ngủ phối cổ nam Saint set cộc tay,735000.0,735000.0,0.0,0,0.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/bo-ngu-phoi-co-nam-saint-set-coc-tay-p190740941.html?spid=190740990,True
141660170,Áo vest dạ nam trẻ trung cao cấp NAD70,1776000.0,1776000.0,0.0,5,4.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/ao-vest-da-nam-tre-trung-cao-cap-nad70-p141660170.html?spid=141660176,True
56959947,"Quần âu nam ALIGRO màu navy chấm trắng form chuẩn slimfit, vải cotton cao cấp cực tôn dáng, lịch sự ALGO1028",690000.0,690000.0,0.0,1,0.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/quan-tay-nam-aligro-algo1028-p56959947.html?spid=56959951,True
56958262,Quần kaki nam Aligro ALGK048,759000.0,759000.0,0.0,4,0.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/quan-kaki-nam-aligro-algk048-p56958262.html?spid=56958270,True
56958251,Quần kaki nam Aligro ALGK047,552000.0,552000.0,0.0,2,5.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/quan-kaki-nam-aligro-algk047-p56958251.html?spid=56958257,True
34706695,Áo khoác nam đẹp NMT16,720000.0,720000.0,0.0,3,5.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/ao-khoac-nam-dep-nmt16-p34706695.html?spid=34706720,True
279287522,"Bộ áo điều hòa KITO NEWPRO KT10 thế hệ mới nhất 2026 quạt 24V siêu bên ,chống chai ,chống phồng",1070000.0,1070000.0,0.0,9,0.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/bo-ao-dieu-hoa-kito-newpro-kt10-the-he-moi-nhat-2026-quat-24v-sieu-ben-chong-chai-chong-phong-p279287522.html?spid=279287524,True
251771032,"Combo 2 Áo thun Polo Nam Coolmax - Premium nam tính, thanh lịch sang trọng MRM Manlywear",525000.0,899000.0,0.42,20,5.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/combo-2-ao-thun-polo-nam-coolmax-premium-nam-tinh-thanh-lich-sang-trong-mrm-manlywear-p251771032.html?spid=251771060,True
197058539,Áo khoác măng tô nam cổ đức phong cách trẻ trung công sở NMT31,936000.0,936000.0,0.0,11,5.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/ao-khoac-mang-to-nam-co-duc-phong-cach-tre-trung-cong-so-nmt31-p197058539.html?spid=273419938,True
127197643,"Bộ Quần Áo Nam Lính Mỹ US ARMY  Kiểu Dáng Túi Hộp, Chất Liệu Kaki Cao Cấp Phong Cách Lính Cực Ngầu (Tặng dây lưng) - HÀNG CHÍNH HÃNG",899000.0,1798000.0,0.5,14,4.5,Thời trang nam,Tiki,Tiki,https://tiki.vn/bo-quan-ao-nam-linh-my-us-army-kieu-dang-tui-hop-chat-lieu-kaki-cao-cap-phong-cach-linh-cuc-ngau-tang-day-lung-hang-chinh-hang-p127197643.html?spid=182094563,True
56958910,Quần kaki nam màu be Aligro ALGK055,607200.0,607200.0,0.0,4,0.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/quan-kaki-nam-aligro-algk055-p56958910.html?spid=56958912,True
276590644,Áo phao nam trẻ trung công sở NAP74,624000.0,624000.0,0.0,3,0.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/ao-phao-nam-tre-trung-cong-so-nap74-p276590644.html?spid=276590652,True
203954003,Áo khoác nam May10 mã 030122261,1571000.0,1571000.0,0.0,1,5.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/ao-khoac-nam-may10-ma-030122261-p203954003.html?spid=203954013,True
189673526,Áo sơ mi măng sét trắng Anlimen Gentle Cuff Shirt,1090000.0,1090000.0,0.0,1,0.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/so-mi-mang-set-cufflinks-anlimen-gentle-cuff-shirt-ags01-p189673526.html?spid=189673530,True
145717928,Áo khoác phao nam hà nội NAP09,1020000.0,1020000.0,0.0,11,5.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/ao-khoac-phao-nam-ha-noi-nap09-p145717928.html?spid=145717946,True
278849702,Quần Jean Thời Trang Basic Nam Ống Đứng Ninomaxx 2508001,599000.0,769000.0,0.22,0,0.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/quan-jean-thoi-trang-basic-nam-ong-dung-ninomaxx-2508001-p278849702.html?spid=278849708,True
263645349,QUẦN JEAN DÀI NAM LEMAN JD09 XANH TRƠN,549000.0,549000.0,0.0,18,4.7,Thời trang nam,Tiki,Tiki,https://tiki.vn/quan-jean-dai-nam-leman-jd09-xanh-tron-p263645349.html?spid=263645359,True
205849327,"Áo tay dài Mmlg We Tap Hood - Áo Hoodie Sweater cho nam, nữ, unisex - MMLGH022",2380000.0,2380000.0,0.0,1,0.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/ao-tay-dai-mmlg-we-tap-hood-ao-hoodie-sweater-cho-nam-nu-unisex-p205849327.html?spid=205849338,True
193989559,Quần Jean nam Leman xanh bạc rách JD18 - Slim Form,549000.0,549000.0,0.0,36,4.8,Thời trang nam,Tiki,Tiki,https://tiki.vn/quan-jean-nam-leman-xanh-bac-rach-jd18-slim-form-p193989559.html?spid=193989580,True
190229414,Sơ mi măng sét Anlimen Gentle Cuff Shirt - AGS03,890000.0,890000.0,0.0,2,5.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/so-mi-mang-set-anlimen-gentle-cuff-shirt-ags03-p190229414.html?spid=190229420,True
73208079,Áo khoác dạ nam dáng lửng cao cấp đẹp nhất hà nội NAD49,2700000.0,2700000.0,0.0,5,0.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/ao-khoac-da-nam-dang-lung-cao-cap-dep-nhat-ha-noi-nad49-p73208079.html?spid=73208085,True
276356750,Áo dạ nam trẻ trung cao cấp dáng ngắn công sở NAD127,2940000.0,2940000.0,0.0,0,0.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/ao-da-nam-tre-trung-cao-cap-dang-ngan-cong-so-nad127-p276356750.html?spid=276356762,True
250083914,"Áo điều hòa Nhật Bản JW 21V năm 2023, chất vải Kaki Pangrim Hàn Quốc, pin dung lượng lớn 25000mAh, quạt không chổi than tốc độ cao cánh có thể tháo rời",1799000.0,1799000.0,0.0,2,0.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/ao-dieu-hoa-nhat-ban-jw-21v-nam-2023-chat-vai-kaki-pangrim-han-quoc-pin-dung-luong-lon-25000mah-quat-khong-choi-than-toc-do-cao-canh-co-the-thao-roi-p250083914.html?spid=250083946,True
212936093,Áo khoác gió 1 lớp ALIGRO màu navy AK1G.3,620000.0,620000.0,0.0,1,0.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/ao-khoac-gio-1-lop-aligro-mau-navy-ak1g-3-p212936093.html?spid=212936101,True
