ma_san_pham,ten_san_pham,gia,gia_goc,ty_le_giam,luot_ban,danh_gia,nganh_hang,nen_tang,shop,url,da_kiem_tra_gia_ao
205849269,"Áo tay dài Mmlg 19Mg Lsv-T - Áo Hoodie Sweater cho nam, nữ, unisex - MMLG2T011",1748000.0,1748000.0,0.0,0,0.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/ao-tay-dai-mmlg-19mg-lsv-t-ao-hoodie-sweater-cho-nam-nu-unisex-p205849269.html?spid=205849309,True
145716807,Áo phao nam trẻ trung phong cách NAP45,2016000.0,2016000.0,0.0,0,0.0,Thời trang nam,Tiki,Tiki,https://tiki.vn/ao-phao-nam-tre-trung-phong-cach-nap45-p145716807.html?spid=145716819,True
129246479,Áo khoác măng tô nam trẻ trung thời trang mới NMT74,1296000.0,1296000.0,0.0,10,4.6,Thời trang nam,Tiki,Tiki,https://tiki.vn/ao-khoac-mang-to-nam-tre-trung-thoi-trang-moi-nmt74-p129246479.html?spid=129246517,True
34702350,Áo khoác dạ nam dáng vest trẻ trung NAD43,2460000.0,2460000.0,0.0,2,4.5,Thời trang nam,Tiki,Tiki,https://tiki.vn/ao-khoac-da-nam-dang-vest-tre-trung-nad43-p34702350.html?spid=34702470,True
273598230,Máy Tăm Nước Không Dây LocknLock Cordless Oral Irrigator,650500.0,1495000.0,0.56,11249,4.7,Làm đẹp - Sức khỏe,Tiki,Tiki,https://tiki.vn/may-tam-nuoc-khong-day-locknlock-cordless-oral-irrigator-p273598230.html?spid=82721612,True
274964902,Máy tăm nước LocknLock ENR154WHT - Kèm 4 đầu tăm - Dung tích 250ml - Màu trắng,1054950.0,1623000.0,0.35,197,4.8,Làm đẹp - Sức khỏe,Tiki,Tiki,https://tiki.vn/may-tam-nuoc-locknlock-enr154wht-kem-4-dau-tam-dung-tich-250ml-mau-trang-p274964902.html?spid=274964903,True
262899667,"Glucosamine 1500mg MSM 1500mg Kirkland Signature  - Phục hồi sụn khớp, Giảm đau nhức xương khớp và Hỗ trợ sự vận động linh hoạt hiệu quả - QuaTangMe Extaste",999000.0,999000.0,0.0,2036,4.8,Làm đẹp - Sức khỏe,Tiki,Tiki,https://tiki.vn/thuc-pham-bao-ve-suc-khoe-kirkland-signature-glucosamine-with-msm-p262899667.html?spid=8338053,True
276243438,Kem Dưỡng Giảm Thâm Nám Chuyên Biệt Angel's Liquid Tranexamic Mela Zero Cream 50ml,630000.0,1159000.0,0.46,23,4.8,Làm đẹp - Sức khỏe,Tiki,Tiki,https://tiki.vn/kem-duong-giam-tham-nam-chuyen-biet-angel-s-liquid-tranexamic-mela-zero-cream-50ml-p276243438.html?spid=276243439,True
196337083,"Viên Uống Dầu Cá Bổ Sung Double Omega Hỗ Trợ Cho Tim, Mắt và Da Blackmores Double Omega High Strength Lọ 90 Viên",757000.0,906000.0,0.16,137,5.0,Làm đẹp - Sức khỏe,Tiki,Tiki,https://tiki.vn/vien-uong-dau-ca-bo-sung-double-omega-ho-tro-cho-tim-mat-va-da-blackmores-double-omega-high-strength-lo-90-vien-p196337083.html?spid=273930859,True
51540051,Kem chống nắng dạng sữa dưỡng da kiềm dầu bảo vệ hoàn hảo Anessa Perfect UV Sunscreen Skincare Milk SPF 50+ PA++++ 60ml,535000.0,715000.0,0.25,5303,4.8,Làm đẹp - Sức khỏe,Tiki,Tiki,https://tiki.vn/kem-chong-nang-dang-sua-duong-da-kiem-dau-bao-ve-hoan-hao-anessa-perfect-uv-sunscreen-skincare-milk-spf-50-pa-60ml-p51540051.html?spid=59495560,True
116557922,Bộ đôi Kem chống nắng dạng sữa dưỡng da kiềm dầu bảo vệ hoàn hảo + Kem chống nắng dạng gel dưỡng ẩm bảo vệ hoàn hảo (Anessa Gold Milk 60ml + Gold Gel 90g),904000.0,1200000.0,0.25,2132,4.7,Làm đẹp - Sức khỏe,Tiki,Tiki,https://tiki.vn/bo-doi-kem-chong-nang-dang-sua-duong-da-kiem-dau-bao-ve-hoan-hao-kem-chong-nang-dang-gel-duong-am-bao-ve-hoan-hao-anessa-gold-milk-60ml-gold-gel-90g-p116557922.html?spid=272278923,True
274965033,Bàn chải đánh răng LocknLock ENR331WHT - Kèm 2 đầu bàn chải -Màu trắng,598500.0,1412000.0,0.58,51,5.0,Làm đẹp - Sức khỏe,Tiki,Tiki,https://tiki.vn/ban-chai-danh-rang-locknlock-enr331wht-kem-2-dau-ban-chai-mau-trang-p274965033.html?spid=274965034,True
212219580,"Bàn Chải Đánh Răng Điện LocknLock ENR346BLK - DC3.7V, Trọng Lượng 235g, Sạc Không Dây - Màu Đen",816500.0,1957000.0,0.58,3647,4.8,Làm đẹp - Sức khỏe,Tiki,Tiki,https://tiki.vn/ban-chai-danh-rang-dien-locknlock-enr346-dc3-7v-trong-luong-235g-sac-khong-day-p212219580.html?spid=69194333,True
196346905,Viên Uống Bổ Sung Magie Hỗ Trợ Cơ Bắp Ngăn Ngừa Chuột Rút Blackmores Bio Magnesium Lọ 100 Viên,779000.0,930000.0,0.16,32,5.0,Làm đẹp - Sức khỏe,Tiki,Tiki,https://tiki.vn/vien-uong-bo-sung-magie-ho-tro-co-bap-ngan-ngua-chuot-rut-blackmores-bio-magnesium-lo-100-vien-p196346905.html?spid=273930854,True
109069267,Máy Massage Xung Điện Trị Liệu OMRON HV-F013,1400000.0,1400000.0,0.0,15,4.3,Làm đẹp - Sức khỏe,Tiki,Tiki,https://tiki.vn/may-massage-xung-dien-tri-lieu-omron-hv-f013-p109069267.html?spid=195303954,True
279259682,Gạc tẩm mật ong Manuka chăm sóc vết thương nhiễm khuẩn - Algivon,570000.0,570000.0,0.0,3,0.0,Làm đẹp - Sức khỏe,Tiki,Tiki,https://tiki.vn/gac-tam-mat-ong-manuka-cham-soc-vet-thuong-nhiem-khuan-algivon-p279259682.html?spid=279259683,True
254023513,"Cân sức khỏe điện tử LocknLock có app theo dõi chỉ số sức khỏe, 180kg",576000.0,720000.0,0.2,107,4.5,Làm đẹp - Sức khỏe,Tiki,Tiki,https://tiki.vn/can-suc-khoe-dien-tu-locknlock-enc541blk-co-app-theo-doi-chi-so-suc-khoe-310x300x21mm-180kg-p254023513.html?spid=254023515,True
50037073,Cicaplast Baume B5 La Roche-Posay Kem Dưỡng Làm Dịu Mát Mượt & Phục Hồi Da Phù Hợp Cho Trẻ Em - Trẻ Sơ Sinh (100ml) - M6918702,535000.0,535000.0,0.0,92,4.5,Làm đẹp - Sức khỏe,Tiki,Tiki,https://tiki.vn/cicaplast-baume-b5-la-roche-posay-kem-duong-lam-diu-mat-muot-phuc-hoi-da-phu-hop-cho-tre-em-tre-so-sinh-100ml-m6918702-p50037073.html?spid=68454856,True
278939024,"Cảm Biến Đo Đường Huyết Liên Tục CareSens Air, Chính hãng, Tiện lợi, Độ Chính Xác Cao",1790000.0,1790000.0,0.0,2,0.0,Làm đẹp - Sức khỏe,Tiki,Tiki,https://tiki.vn/cam-bien-do-duong-huyet-lien-tuc-caresens-air-chinh-hang-tien-loi-do-chinh-xac-cao-p278939024.html?spid=278939025,True
196332851,Vitamin Tổng Hợp Hỗ Trợ Sức Khỏe Nam Giới Blackmores Multivitamin For Men Lọ 50 Viên,534000.0,561600.0,0.05,88,4.8,Làm đẹp - Sức khỏe,Tiki,Tiki,https://tiki.vn/vitamin-tong-hop-ho-tro-suc-khoe-nam-gioi-blackmores-multivitamin-for-men-lo-50-vien-p196332851.html?spid=273930858,True
275207119,Viên uống dầu cá hồi COSTAR Omega3 tốt cho tim mạch và mắt 1000mg hộp 365 viên,1138000.0,1138000.0,0.0,4,5.0,Làm đẹp - Sức khỏe,Tiki,Tiki,https://tiki.vn/vien-uong-dau-ca-hoi-costar-omega3-ho-tro-giam-mo-mau-tot-cho-tim-mach-va-mat-1000mg-hop-365-vien-p275207119.html?spid=275207120,True
270691423,"Viên Uống Vitamin C Chống Oxy Hóa, Tăng Cường Miễn Dịch Codeage Liposomal Vitamin C (180 Viên)",1426000.0,1450000.0,0.02,10,0.0,Làm đẹp - Sức khỏe,Tiki,Tiki,https://tiki.vn/vien-uong-vitamin-c-chong-oxy-hoa-tang-cuong-mien-dich-codeage-liposomal-vitamin-c-180-vien-p270691423.html?spid=270691424,True
270691416,"Viên Uống Chống Oxy Hóa, Làm Sáng Da, Thải Độc Gan Codeage Liposomal Glutathione (60 Viên)",1547000.0,1550000.0,0.0,23,0.0,Làm đẹp - Sức khỏe,Tiki,Tiki,https://tiki.vn/vien-uong-chong-oxy-hoa-lam-sang-da-thai-doc-gan-codeage-liposomal-glutathione-60-vien-p270691416.html?spid=270691417,True
176726749,"Combo 100 gói Băng Vệ Sinh Quần Peppy Shana Ngày Đêm Siêu Thấm, Freesize, Chống Tràn Tối Đa, Tiết Kiệm (200 miếng)",1375000.0,1800000.0,0.24,24,4.6,Làm đẹp - Sức khỏe,Tiki,Tiki,https://tiki.vn/combo-100-goi-bang-ve-sinh-quan-peppy-shana-tien-loi-2-trong-1-p176726749.html?spid=176726750,True
33031423,Cân sức khỏe điện tử PS1054,790000.0,790000.0,0.0,5,0.0,Làm đẹp - Sức khỏe,Tiki,Tiki,https://tiki.vn/can-suc-khoe-dien-tu-ps1054-p33031423.html?spid=198783564,True
3282871,Gel rửa mặt tạo bọt làm sạch & giảm nhờn cho da dầu nhạy cảm La Roche-Posay Effaclar Purifying Foaming Gel (400ml),645000.0,645000.0,0.0,32,3.8,Làm đẹp - Sức khỏe,Tiki,Tiki,https://tiki.vn/gel-rua-mat-tao-bot-lam-sach-giam-nhon-cho-da-dau-nhay-cam-la-roche-posay-effaclar-purifying-foaming-gel-400ml-p3282871.html?spid=68554838,True
114271441,Bộ đôi Kem chống nắng dạng sữa dịu nhẹ cho da nhạy cảm và trẻ em (Anessa Mild Milk 60ml x2),1002000.0,1430000.0,0.3,7483,5.0,Làm đẹp - Sức khỏe,Tiki,Tiki,https://tiki.vn/bo-doi-kem-chong-nang-dang-sua-diu-nhe-cho-da-nhay-cam-va-tre-em-anessa-mild-milk-60ml-x2-p114271441.html?spid=272278861,True
56223056,Dầu gội Đông Y Whoo Spa Shampoo,525000.0,700000.0,0.25,29,5.0,Làm đẹp - Sức khỏe,Tiki,Tiki,https://tiki.vn/dau-goi-dong-y-whoo-spa-shampoo-p56223056.html?spid=56223057,True
279358971,Màu Nhuộm Tóc Thiên Nhiên Cao Cấp Từ Rishiri Nhật Bản Hair Color Treatment 200G,1000000.0,1400000.0,0.29,3,0.0,Làm đẹp - Sức khỏe,Tiki,Tiki,https://tiki.vn/mau-nhuom-phu-toc-bac-thien-nhien-cao-cap-rishiri-nhat-ban-hair-color-treatment-200g-p279358971.html?spid=279358973,True
278844089,Kem dưỡng trẻ hóa da Olay Regenerist Super Collagen Peptide (45g) - Hàng chính hãng,799000.0,799000.0,0.0,3,4.0,Làm đẹp - Sức khỏe,Tiki,Tiki,https://tiki.vn/kem-duong-tre-hoa-da-olay-regenerist-super-collagen-peptide-45g-hang-chinh-hang-p278844089.html?spid=278851881,True
278457404,Tinh chất dưỡng da Shiseido Ultimune Power Infusing 4.0 Serum 50ml,2916000.0,3240000.0,0.1,4,5.0,Làm đẹp - Sức khỏe,Tiki,Tiki,https://tiki.vn/tinh-chat-duong-da-shiseido-ultimune-power-infusing-4-0-serum-50ml-p278457404.html?spid=278457405,True
5750803,"Thực phẩm chức năng Sụn vi cá mập Orihiro Squalene Nhật Bản, 360 viên",605000.0,605000.0,0.0,5,5.0,Làm đẹp - Sức khỏe,Tiki,Tiki,https://tiki.vn/thuc-pham-chuc-nang-sun-vi-ca-map-orihiro-squalene-nhat-ban-360-vien-p5750803.html?spid=60023605,True
277742262,Hộp cơm giữ nhiệt inox 304 Elmich EL8302 dung tích 1.7L - Hàng chính hãng,780000.0,998000.0,0.22,32,5.0,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/hop-com-giu-nhiet-inox-304-elmich-el8302-dung-tich-1-7l-hang-chinh-hang-p277742262.html?spid=277742264,True
277740624,Quánh Inox nguyên khối Elmich baby EL-3848 size 14cm - Hàng chính hãng,523000.0,709000.0,0.26,24,5.0,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/quanh-inox-nguyen-khoi-elmich-baby-el-3848-size-14cm-hang-chinh-hang-p277740624.html?spid=277740625,True
274967167,"Ổ cắm điện đa năng Deli Công Suất 2500W - Tích Hợp Ổ USB & Type C Thiết Kế Cầu Chì Tự Ngắt Khi Quá Tải, Nắp Chống Giật",576000.0,576000.0,0.0,205,5.0,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/o-cam-dien-da-nang-deli-cong-suat-2500w-tich-hop-o-usb-type-c-thiet-ke-cau-chi-tu-ngat-khi-qua-tai-nap-chong-giat-p274967167.html?spid=274967169,True
273383828,Đèn năng lượng mặt trời Vạn Năng Solar 200W-chóng chói,950000.0,950000.0,0.0,44,4.8,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/den-nang-luong-mat-troi-van-nang-solar-200w-chong-choi-p273383828.html?spid=273383829,True
207941719,Bộ cây lau nhà Lock&Lock Mini Spin Mop & 4 bông lau sàn ETM498MITS2 - Màu xanh mint,638580.0,1101000.0,0.42,1083,4.5,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/bo-cay-lau-nha-lock-lock-mini-spin-mop-4-bong-lau-san-etm498mits2-mau-xanh-mint-p207941719.html?spid=207941720,True
202805930,Bộ Hộp Cơm Giữ Nhiệt Hút Chân Không Lock&Lock NVY-4 - LHC8052S01,1103740.0,1903000.0,0.42,1039,4.8,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/bo-hop-com-giu-nhiet-hut-chan-khong-lock-lock-nvy-4-lhc8052s01-p202805930.html?spid=202805931,True
73639044,"Bộ nồi inox 3 lớp đáy liền Elmich 2103OL size 18,20,26cm",2090000.0,2766000.0,0.24,54,4.6,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/bo-noi-inox-3-lop-day-lien-elmich-2103ol-size-18-20-26cm-p73639044.html?spid=82190115,True
275570245,Chảo Inox dập nguyên khối Elmich EL2431OL,536000.0,710000.0,0.25,201,4.7,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/chao-inox-dap-nguyen-khoi-elmich-el2431ol-p275570245.html?spid=275570440,True
273871624,"Thang nhôm ghế gia đình 3 bậc SUMIKA A103, chiều cao 68cm",599000.0,599000.0,0.0,69,5.0,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/thang-nhom-ghe-gia-dinh-3-bac-sumika-a103-chieu-cao-68cm-p273871624.html?spid=273871626,True
273384614,Đèn năng lượng mặt trời chóng lóa Vạn Năng Solar 100W,790000.0,790000.0,0.0,64,4.7,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/den-nang-luong-mat-troi-chong-loa-van-nang-solar-100w-p273384614.html?spid=273384615,True
278102658,Ly Giữ Nhiệt LocknLock Metro Cafe Tumbler LHC4418 750ml - Thép Phủ Sứ,519100.0,895000.0,0.42,11,0.0,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/ly-giu-nhiet-locknlock-metro-cafe-tumbler-lhc4418-750ml-thep-phu-su-p278102658.html?spid=278102662,True
276025126,Chảo Inox liền khối Elmich Plus Trimax EL-3846MOL size 26cm,549000.0,728000.0,0.25,33,5.0,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/chao-inox-nguyen-khoi-elmich-trimax-el-3846-mol-size-26cm-p276025126.html?spid=276025127,True
273158786,[Kèm Ảnh Thực Tế - Miễn phí vận chuyển & Lắp đặt] Tủ giày thông minh siêu mỏng cao cấp Ohaha - TGCC025,1290000.0,1290000.0,0.0,7,5.0,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/tu-giay-thong-minh-sieu-mong-cao-cap-ohaha-tgcc025-p273158786.html?spid=273158804,True
93094433,Nệm cao su non Thắng Lợi 20cm,2775000.0,2775000.0,0.0,8,5.0,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/nem-cao-su-non-thang-loi-20cm-p93094433.html?spid=93094456,True
647768,Ổ Khóa Chống Cắt Titalium ABUS 96CSTI/60 (60mm),747000.0,795000.0,0.06,462,4.8,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/o-khoa-chong-cat-titalium-abus-96csti-60-60mm-p647768.html?spid=10884333,True
279214937,"Nồi chống dính LocknLock Suit Sage IH phủ sứ ceramic dùng được bếp từ, bếp gas, bếp hồng ngoại và bếp điện",777480.0,1254000.0,0.38,0,5.0,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/noi-chong-dinh-locknlock-suit-sage-ih-phu-su-ceramic-dung-duoc-bep-tu-bep-gas-bep-hong-ngoai-va-bep-dien-p279214937.html?spid=279215052,True
278965714,Bộ dao kéo 05 món Elmich diamond EL8404DB - Xanh Navy,829000.0,1098000.0,0.24,14,5.0,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/bo-dao-keo-05-mon-elmich-diamond-el8404-p278965714.html?spid=278965718,True
275432223,Bộ lau nhà tự vắt thông minh Elmich EL8428,699000.0,1100000.0,0.36,32,4.5,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/bo-lau-nha-tu-vat-thong-minh-elmich-el8428-p275432223.html?spid=275432224,True
195109412,"Bộ nồi Inox dập nguyên khối Elmich Trimax Classic EL-2110OL Size 18, 20, 24, chảo 26cm",2333000.0,3089000.0,0.24,305,4.7,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/bo-noi-inox-dap-nguyen-khoi-elmich-trimax-classic-el-2110ol-size-18-20-24-chao-26cm-p195109412.html?spid=195109415,True
164479566,"Ghế chỉnh dáng ngồi đúng - Roichen Hàn Quốc (Made in Korea). Dùng cho Nam, Nữ, Trẻ em. Hàng chính hãng",690000.0,768000.0,0.1,1080,4.8,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/ghe-chinh-dang-ngoi-dung-roichen-han-quoc-made-in-korea-dung-cho-nam-nu-tre-em-hang-chinh-hang-p164479566.html?spid=164479576,True
279199211,"Ly Giữ Nhiệt LocknLock 900ml Thép Phủ Sứ, Có Ống Hút 3 màu - LHC4419",533820.0,861000.0,0.38,18,5.0,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/ly-giu-nhiet-locknlock-900ml-thep-phu-su-co-ong-hut-3-mau-lhc4419-p279199211.html?spid=279199213,True
279183781,Bộ hộp cơm giữ nhiệt 2 tầng LocknLock New Tower Vacuum Lunch Box LHC8055VOL thép không gỉ 304 kèm muỗng và họa tiết trang trí,583420.0,941000.0,0.38,10,5.0,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/bo-2-hop-com-giu-nhiet-locknlock-new-tower-vacuum-lunch-box-lhc8055vol-thep-khong-gi-304-kem-muong-va-hoa-tiet-trang-tri-p279183781.html?spid=279183782,True
72041730,"Bộ Dao 6 Món Lock&Lock (4 Dao, 1 Kéo, 1 Hộp Đựng Dao) CKK802",643220.0,1109000.0,0.42,981,4.8,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/bo-dao-6-mon-lock-lock-4-dao-1-keo-1-hop-dung-dao-ckk802-p72041730.html?spid=72041731,True
53583472,"Bộ Hộp Cơm Giữ Nhiệt Lock&amp;Lock Easy Carry 2.0L LHC8039BLU Có Túi (1 Hộp 720ml, 2 Hộp 420ml Kèm 1 Bộ Muỗng Và Nĩa) - Màu Xanh",1226120.0,2114000.0,0.42,12266,4.7,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/bo-hop-com-giu-nhiet-lock-lock-easy-carry-2l-lhc8039-co-tui-1-hop-720ml-2-hop-420ml-kem-1-bo-muong-va-nia-p53583472.html?spid=53583476,True
277725807,Nồi áp suất inox 304 Elmich EL8278 22cm 5L - Hàng chính hãng,1696000.0,2439000.0,0.3,8,5.0,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/noi-ap-suat-inox-304-elmich-el8278-22cm-5l-hang-chinh-hang-p277725807.html?spid=277725809,True
276976111,"Bộ Khung Lưới Pickleball Mini Từ 1.5m Đến 6m Tháo Lắp Tiện Lợi, Sử Dụng Gia Đình Chính Hãng Đại Nam Sport",599000.0,599000.0,0.0,33,5.0,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/bo-khung-luoi-pickleball-mini-tu-1-5m-den-6m-thao-lap-tien-loi-su-dung-gia-dinh-chinh-hang-dai-nam-sport-p276976111.html?spid=276976113,True
276479000,Chảo phủ sứ an toàn Elmich Olive EL5965OV,581000.0,789000.0,0.26,43,5.0,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/chao-phu-su-an-toan-elmich-olive-el5965ov-p276479000.html?spid=276479456,True
276478995,Nồi phủ sứ an toàn Elmich Olive EL5523OV,524000.0,899000.0,0.42,11,5.0,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/noi-phu-su-an-toan-elmich-olive-el5523ov-p276478995.html?spid=276479533,True
273978785,Đèn năng lượng mặt trời chóng loá Vạn Năng Solar 50W,610000.0,610000.0,0.0,58,5.0,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/den-nang-luong-mat-troi-chong-loa-van-nang-solar-50w-p273978785.html?spid=273978786,True
277725802,Bếp nướng lẩu đa năng Elmich HGE-3908 - Hàng chính hãng,1200000.0,1589000.0,0.24,31,4.5,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/bep-nuong-lau-da-nang-elmich-hge-3908-hang-chinh-hang-p277725802.html?spid=277725803,True
276479013,Bộ nồi phủ sứ an toàn Elmich Olive EL-5220OV03,2339000.0,3359000.0,0.3,1,0.0,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/bo-noi-phu-su-an-toan-elmich-olive-el-5220ov03-p276479013.html?spid=276479014,True
274383066,Bồn cầu nguyên khối Juno Sofa Yoshi nano kháng khuẩn CTT05 650 x 360 x 745mm,2000000.0,2784000.0,0.28,5,5.0,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/bon-cau-nguyen-khoi-juno-sofa-yoshi-nano-khang-khuan-ctt05-650-x-360-x-745mm-p274383066.html?spid=274383067,True
164158130,"Hộp 48 Viên Pin AA , AAA DURACELL Alkaline 1,5V siêu bền bỉ tiết kiệm - Hàng chính hãng",600000.0,600000.0,0.0,73,5.0,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/hop-48-vien-pin-aa-aaa-duracell-alkaline-1-5v-sieu-ben-bi-tiet-kiem-hang-chinh-hang-p164158130.html?spid=164158134,True
120169265,Thớt gỗ óc chó nhập khẩu Mỹ - bày pizza dùng trang trí/ chụp hình (đủ kích cỡ và kiểu dáng),520000.0,520000.0,0.0,9,5.0,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/thot-go-oc-cho-bay-pizza-dung-trang-tri-chup-hinh-freeship-don-50k-du-kich-co-va-kieu-dang-hahanco-p120169265.html?spid=214203301,True
2119169,Bộ Cây Lau Nhà Lock&Lock Squeeze Flat Mop ETM471,644380.0,1111000.0,0.42,10204,4.6,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/bo-cay-lau-nha-lock-lock-squeeze-flat-mop-etm471-p2119169.html?spid=2130485,True
278525716,"Két Sắt Vân Tay DELI, Két Sắt Điện Tử Thông Minh Chống Cưa Cắt Chống Cháy An Toàn Bảo Vệ Tài Sản",4077000.0,4077000.0,0.0,0,0.0,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/ket-sat-van-tay-deli-ket-sat-dien-tu-thong-minh-chong-cua-cat-chong-chay-an-toan-bao-ve-tai-san-p278525716.html?spid=278525724,True
276025157,Chảo inox 3 lớp nguyên khối Elmich Trimax EL-3846 size 26,527000.0,698000.0,0.24,47,4.3,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/chao-inox-3-lop-nguyen-khoi-elmich-trimax-el-3846-size-26-p276025157.html?spid=276025158,True
277549470,[Mỹ] Ổ cắm điện Energizer đa năng 3AC kèm 2USB-A và 2USB-C sạc nhanh PD (max PD 65W) - Energizer EPB3250W00EU,669000.0,669000.0,0.0,34,5.0,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/my-o-cam-dien-energizer-da-nang-3ac-kem-2usb-a-va-2usb-c-sac-nhanh-pd-max-pd-65w-energizer-epb3250w00eu-p277549470.html?spid=277549471,True
275008437,"Bình đun giữ nhiệt Locknlock Heating tumbler EJC723 - 220-240V, 50-60Hz, 300W - Dung tích 300ml",1078220.0,1859000.0,0.42,142,4.7,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/binh-dun-giu-nhiet-locknlock-heating-tumbler-ejc723ivy-220-240v-50-60hz-300w-dung-tich-300ml-p275008437.html?spid=275009261,True
261969207,"[Ghế Roichen - Chính hãng] Ghế chỉnh dáng ngồi đúng Roichen - Hàn Quốc (Made in Korea). Dùng cho Nam, Nữ, Trẻ em",690000.0,768000.0,0.1,42,5.0,Nhà cửa - Đời sống,Tiki,Tiki,https://tiki.vn/ghe-chinh-dang-ngoi-dung-roichen-han-quoc-made-in-korea-dung-cho-nam-nu-tre-em-p261969207.html?spid=261969213,True
276833384,Bộ 3 Cuốn Sách Kiếm Tiền Cùng ChatGPT - Đồ Họa AI - Viết Và Sáng Tạo Nội Dung - Vanlangbooks,648970.0,889000.0,0.27,19,4.5,Sách tiếng Việt,Tiki,Tiki,https://tiki.vn/bo-3-cuon-sach-kiem-tien-cung-chatgpt-do-hoa-ai-viet-va-sang-tao-noi-dung-vanlangbooks-p276833384.html?spid=276833385,True
113398558,Sách - HBR Guide 2021: Kỹ Năng Quản Lý Chuyên Sâu Từ Harvard Business Review ( Bộ 10 cuốn + tặng kèm boxset),595000.0,1190000.0,0.5,8,0.0,Sách tiếng Việt,Tiki,Tiki,https://tiki.vn/sach-hbr-guide-2021-ky-nang-quan-ly-chuyen-sau-tu-harvard-business-review-bo-10-cuon-tang-kem-boxset-p113398558.html?spid=134404532,True
278961379,KỸ THUẬT AI: XÂY DỰNG ỨNG DỤNG VỚI MÔ HÌNH NỀN TẢNG - CHIP HUYEN - Dịch giả: Lê Thành Hưng - Times Book,555000.0,555000.0,0.0,17,0.0,Sách tiếng Việt,Tiki,Tiki,https://tiki.vn/ky-thuat-ai-xay-dung-ung-dung-voi-mo-hinh-nen-tang-chip-huyen-dich-gia-le-thanh-hung-times-book-p278961379.html?spid=278961380,True
277320529,"Sách - Quản Lý Bất Động Sản Cho Thuê - Tìm Kiếm, Sàng Lọc Và Quản Lý Người Thuê Nhẹ Nhàng Hơn Với Tối Đa Lợi Nhuận - NXB Xây Dựng",545000.0,545000.0,0.0,1,0.0,Sách tiếng Việt,Tiki,Tiki,https://tiki.vn/sach-quan-ly-bat-dong-san-cho-thue-tim-kiem-sang-loc-va-quan-ly-nguoi-thue-nhe-nhang-hon-voi-toi-da-loi-nhuan-nxb-xay-dung-p277320529.html?spid=279333105,True
31088842,Combo Warren Buffett - Quá Trình Hình Thành Một Nhà Tư Bản Mỹ + Warren Buffett - Nhà Đầu Tư Vĩ Đại Nhất Thế Giới Dưới Góc Nhìn Truyền Thông + Những Bài Học Đầu Tư Từ Warren Buffett +Phương Pháp Đầu Tư Warren Buffett,791500.0,791500.0,0.0,43,4.8,Sách tiếng Việt,Tiki,Tiki,https://tiki.vn/combo-warren-buffett-qua-trinh-hinh-thanh-mot-nha-tu-ban-my-warren-buffett-nha-dau-tu-vi-dai-nhat-the-gioi-duoi-goc-nhin-truyen-thong-nhung-bai-hoc-dau-tu-tu-warren-buffett-phuong-phap-dau-tu-warren-buffett-p31088842.html?spid=36843636,True
