ma_san_pham,ten_san_pham,gia,danh_gia,luot_ban,url,nen_tang,nganh_hang,gia_goc,ty_le_giam,shop,da_kiem_tra_gia_ao
279076946,Điện Thoại Xiaomi Redmi Note 15 6GB/128GB - Hàng Chính Hãng,5069000.0,0.0,0,https://tiki.vn/dien-thoai-xiaomi-redmi-note-15-6gb-128gb-hang-chinh-hang-p279076946.html?spid=279076952,Tiki,Ngành 1795,5069000.0,0.0,Tiki,False
279076844,Điện Thoại Xiaomi Redmi Note 15 5G 6GB/128GB - Hàng Chính Hãng,7490000.0,5.0,1,https://tiki.vn/dien-thoai-xiaomi-redmi-note-15-5g-6gb-128gb-hang-chinh-hang-p279076844.html?spid=279076846,Tiki,Ngành 1795,7490000.0,0.0,Tiki,False
279076808,Điện Thoại Xiaomi Redmi Note 15 Pro 12GB/256GB - Hàng Chính Hãng,8299000.0,0.0,0,https://tiki.vn/dien-thoai-xiaomi-redmi-note-15-pro-12gb-256gb-hang-chinh-hang-p279076808.html?spid=279076812,Tiki,Ngành 1795,8299000.0,0.0,Tiki,False
279076001,Điện Thoại Oppo A6t 6GB/256GB - Hàng Chính Hãng,7389000.0,0.0,0,https://tiki.vn/dien-thoai-oppo-a6t-6gb-256gb-hang-chinh-hang-p279076001.html?spid=279076005,Tiki,Ngành 1795,7389000.0,0.0,Tiki,False
279075921,Điện Thoại Oppo A6t 4GB/128GB - Hàng Chính Hãng,5349000.0,0.0,0,https://tiki.vn/dien-thoai-oppo-a6t-4gb-128gb-hang-chinh-hang-p279075921.html?spid=279075925,Tiki,Ngành 1795,5349000.0,0.0,Tiki,False
278834233,Điện Thoại Xiaomi Redmi Note 14 8GB/256GB - Hàng Chính Hãng,5979000.0,0.0,0,https://tiki.vn/dien-thoai-xiaomi-redmi-note-14-8gb-256gb-hang-chinh-hang-p278834233.html?spid=278834239,Tiki,Ngành 1795,5979000.0,0.0,Tiki,False
278672823,Điện thoại Samsung Galaxy A17 LTE (8GB/128GB) - Hàng chính hãng,6190000.0,0.0,0,https://tiki.vn/dien-thoai-samsung-galaxy-a17-lte-8gb-128gb-hang-chinh-hang-p278672823.html?spid=278672827,Tiki,Ngành 1795,6190000.0,0.0,Tiki,False
278592429,Điện thoại Samsung Galaxy A07 LTE (6GB/128GB) - Hàng chính hãng,4490000.0,0.0,0,https://tiki.vn/dien-thoai-samsung-galaxy-a07-lte-6gb-128gb-hang-chinh-hang-p278592429.html?spid=278592431,Tiki,Ngành 1795,4490000.0,0.0,Tiki,False
278592403,Điện thoại Samsung Galaxy A07 LTE (4GB/64GB) - Hàng chính hãng,3890000.0,0.0,0,https://tiki.vn/dien-thoai-samsung-galaxy-a07-lte-4gb-64gb-hang-chinh-hang-p278592403.html?spid=278592405,Tiki,Ngành 1795,3890000.0,0.0,Tiki,False
278591094,Điện thoại Samsung Galaxy A07 LTE (4GB/128GB) - Hàng chính hãng,4190000.0,0.0,0,https://tiki.vn/dien-thoai-samsung-galaxy-a07-lte-4gb-128gb-hang-chinh-hang-p278591094.html?spid=278591100,Tiki,Ngành 1795,4190000.0,0.0,Tiki,False
277811118,Điện Thoại Xiaomi Redmi Note 14 5G 8GB/256GB - Hàng Chính Hãng,6199000.0,0.0,1,https://tiki.vn/dien-thoai-xiaomi-redmi-note-14-5g-8gb-256gb-hang-chinh-hang-p277811118.html?spid=277811124,Tiki,Ngành 1795,6199000.0,0.0,Tiki,False
277737595,Điện Thoại Samsung Galaxy A06 5G 4GB/128GB - Hàng Chính Hãng,3799000.0,4.8,17,https://tiki.vn/dien-thoai-samsung-a06-5g-4gb-128gb-hang-chinh-hang-p277737595.html?spid=277737599,Tiki,Ngành 1795,3799000.0,0.0,Tiki,False
277651890,Điện thoại Samsung Galaxy A06 5G (4GB/128GB) - Hàng chính hãng,4490000.0,0.0,0,https://tiki.vn/dien-thoai-samsung-galaxy-a06-5g-4gb-128gb-hang-chinh-hang-p277651890.html?spid=277651926,Tiki,Ngành 1795,4490000.0,0.0,Tiki,False
277175955,Điện Thoại Xiaomi Redmi A3 3GB/64GB - Hàng Chính Hãng,2690000.0,0.0,9,https://tiki.vn/dien-thoai-xiaomi-redmi-a3-3gb-64gb-hang-chinh-hang-p277175955.html?spid=277175957,Tiki,Ngành 1795,2690000.0,0.0,Tiki,False
276451993,"Máy đọc sách Basic 2024 màn hình 6 inch, độ phân giải 300ppi, dung Lượng 16GB, cổng sạc type C - HÀNG CHÍNH HÃNG",3790000.0,0.0,6,https://tiki.vn/may-doc-sach-basic-2024-man-hinh-6-inch-do-phan-giai-300ppi-dung-luong-16gb-cong-sac-type-c-p276451993.html?spid=276452015,Tiki,Ngành 28856,3790000.0,0.0,Tiki,False
275386649,Điện Thoại Nokia 3210 4G - Hàng Chính Hãng,1549000.0,5.0,5,https://tiki.vn/dien-thoai-nokia-3210-4g-hang-chinh-hang-p275386649.html?spid=275386651,Tiki,Ngành 1795,1549000.0,0.0,Tiki,False
274375122,Điện thoại Xiaomi Redmi Note 13 Pro 4G (8GB/128GB) - Hàng chính hãng,7290000.0,0.0,0,https://tiki.vn/dien-thoai-xiaomi-redmi-note-13-pro-4g-8gb-128gb-hang-chinh-hang-p274375122.html?spid=274375124,Tiki,Ngành 1795,7290000.0,0.0,Tiki,False
271530789,Combo Máy đọc sách All New Kindle Paperwhite 6 - Hàng chính hãng,4790000.0,4.7,17,https://tiki.vn/combo-may-doc-sach-all-new-kindle-paperwhite-5-11th-kids-edittion-khong-quang-cao-va-bao-da-hang-chinh-hang-p271530789.html?spid=276464092,Tiki,Ngành 28856,4790000.0,0.0,Tiki,False
270794184,"Máy đọc sách Kobo Clara (Clara Colour, Clara BW, Clara 2e, Clara HD) - 6inch, 16gb - Hàng Chính Hãng",5390000.0,5.0,9,https://tiki.vn/may-doc-sach-kobo-clara-hang-chinh-hang-p270794184.html?spid=275380047,Tiki,Ngành 28856,5390000.0,0.0,Tiki,False
193366048,Điện thoại OnePlus 10T 5G - Hàng Chính Hãng,15990000.0,0.0,0,https://tiki.vn/dien-thoai-oneplus-10t-5g-hang-chinh-hang-p193366048.html?spid=193366050,Tiki,Ngành 1795,15990000.0,0.0,Tiki,True
172537996,"(Hàng chính hãng) Điện thoại bàn hữu tuyến H2P, hiệu Alcatel - Lucent",2220000.0,0.0,0,https://tiki.vn/dien-thoai-ban-huu-tuyen-h2p-hieu-alcatel-lucent-p172537996.html?spid=172537997,Tiki,Ngành 8061,2220000.0,0.0,Tiki,False
139632023,Máy đọc sách Kobo Libra 2 - hàng nhập khẩu,8290000.0,5.0,209,https://tiki.vn/may-doc-sach-kobo-libra-libra-colour-libra-2-hang-nhap-khau-p139632023.html?spid=275176272,Tiki,Ngành 28856,8290000.0,0.0,Tiki,False
94453667,Điện thoại VoIP Yealink SIP-T30,1050000.0,0.0,0,https://tiki.vn/dien-thoai-voip-yealink-sip-t30-p94453667.html?spid=94453668,Tiki,Ngành 8061,1050000.0,0.0,Tiki,False
29440849,điện thoại  IP622C - hàng chính hãng,1650000.0,0.0,0,https://tiki.vn/dien-thoai-ip622c-hang-chinh-hang-p29440849.html?spid=29440850,Tiki,Ngành 8061,1650000.0,0.0,Tiki,False
